Jobid,BT,Resources,ArrivalTime,Priority,TimeQuantum
273,398,2,47,5,169
274,371,2,125,4,46
275,402,3,137,7,89
276,134,9,120,3,178
277,102,7,94,4,114
278,375,3,141,7,171
279,138,4,46,1,112
280,457,2,8,6,27
281,164,8,164,3,133
282,489,9,170,5,198
283,55,7,92,6,128
284,391,4,188,2,181
285,308,5,42,5,108
286,179,3,68,4,44
287,132,1,54,3,179
288,356,6,34,5,53
289,340,9,186,5,31
290,311,9,70,5,85
291,103,9,122,7,127
292,331,8,122,7,109
293,141,3,24,7,62
294,74,2,111,3,112
295,78,2,166,7,180
296,493,4,109,7,32
297,389,2,137,4,194
298,22,3,187,6,63
299,420,5,157,7,44
300,314,3,62,2,168
301,23,8,81,2,70
302,318,1,92,4,160
303,360,2,105,1,179
304,299,7,88,3,171
305,238,2,32,3,138
306,116,1,63,5,75
307,366,8,95,6,67
308,464,8,194,2,93
309,280,4,80,4,111
310,55,5,129,6,166
311,224,1,15,7,126
312,305,5,146,1,131
313,142,7,150,3,41
314,304,2,31,4,49
315,344,5,50,1,118
316,215,8,196,3,42
317,84,9,31,3,111
318,328,5,139,7,111
319,396,5,156,1,42
320,484,8,63,3,74
321,334,8,120,1,86
322,497,3,29,4,133
323,290,1,112,1,196
324,62,8,44,4,26
325,178,4,188,5,134
326,129,1,149,6,160
327,161,8,148,2,90
328,21,1,167,7,44
329,87,7,70,7,157
330,106,7,57,6,170
331,212,8,154,6,80
332,314,7,199,7,156
333,23,4,156,5,126
334,110,4,128,7,84
335,54,2,115,7,110
336,141,8,164,2,141
337,397,7,147,2,54
338,306,7,109,2,173
339,467,7,153,1,21
340,275,5,171,3,41
341,95,6,48,3,31
342,52,5,158,2,164
343,403,6,145,1,88
344,325,5,163,5,70
345,410,5,178,5,67
346,128,1,111,2,184
347,257,6,64,6,79
348,113,4,36,2,169
349,314,4,3,1,168
350,488,9,169,2,145
351,129,1,78,1,30
352,257,1,36,2,51
353,304,4,165,3,42
354,67,8,8,3,162
355,409,5,21,7,40
356,213,9,181,1,193
357,443,5,167,4,103
358,21,3,31,3,137
359,458,5,4,7,54
360,385,3,163,2,60
361,87,6,44,6,84
362,368,2,184,6,35
363,309,2,99,2,33
364,293,3,198,4,92
365,280,6,42,5,169
366,299,8,39,2,58
367,196,8,54,2,155
368,482,1,145,6,40
369,88,2,0,3,64
370,312,6,131,1,47
371,54,3,118,6,127
372,182,4,98,4,156
373,456,6,155,4,130
374,161,1,126,6,52
375,284,8,196,2,101
376,311,8,33,2,146
377,22,2,193,2,187
378,267,1,86,4,169
379,259,3,183,6,46
380,29,1,164,2,66
381,69,4,149,5,118
382,120,6,194,5,185
383,74,9,4,2,132
384,210,1,172,4,183
385,487,3,187,2,31
386,319,5,25,4,114
387,213,9,31,5,27
388,181,8,2,2,175
389,328,3,130,4,116
390,217,3,143,4,49
391,206,6,199,5,116
392,386,2,94,5,135
393,369,2,87,7,164
394,266,8,42,5,140
395,28,4,183,4,124
396,387,8,87,7,54
397,175,3,129,5,159
398,283,8,159,6,89
399,275,7,18,1,66
400,469,2,47,7,166
401,307,8,196,6,65
402,64,3,40,4,22
403,481,5,96,7,149
404,427,3,174,1,30
405,143,5,109,7,102
406,411,6,11,6,45
407,365,6,60,5,157
408,101,4,134,7,85
409,333,3,168,6,153
410,219,1,151,7,100
411,288,6,145,7,25
412,449,8,167,5,153
413,63,8,102,1,151
414,134,7,174,2,67
415,77,6,142,1,85
416,437,3,141,7,187
417,234,8,43,2,152
418,455,3,124,6,53
419,20,9,25,1,82
420,378,5,107,2,62
421,364,4,74,5,154
422,76,6,74,7,145
423,97,8,6,1,47
424,351,8,101,1,154
425,59,7,17,5,148
426,155,3,54,2,21
427,365,2,57,5,146
428,290,7,57,1,42
429,216,7,174,6,38
430,405,3,144,5,134
431,447,9,191,6,55
432,163,7,50,4,116
433,261,7,101,5,96
434,476,5,158,1,156
435,163,6,108,6,76
436,20,5,151,2,129
437,439,4,151,2,108
438,167,8,152,6,191
439,324,1,88,4,85
440,134,7,68,7,23
441,379,9,167,7,165
442,410,3,127,6,40
443,434,7,130,3,183
444,160,1,141,1,172
445,25,8,29,1,36
446,310,9,142,3,137
447,470,2,68,6,36
448,380,3,197,7,82
449,356,2,134,7,77
450,393,1,16,5,129
451,429,2,93,7,134
452,262,8,143,5,118
453,337,8,166,7,198
454,478,6,165,3,84
455,260,3,80,3,193
456,69,6,48,5,161
457,137,9,125,1,170
458,373,5,81,3,127
459,26,2,78,6,135
460,284,1,180,7,101
461,331,5,17,6,108
462,94,4,65,7,85
463,205,7,148,7,123
464,44,9,120,6,44
465,190,3,132,3,189
466,223,9,194,2,101
467,462,5,46,7,117
468,26,5,91,1,184
469,125,1,67,3,116
470,181,4,100,3,142
471,282,1,112,5,58
472,269,3,21,4,176
473,69,8,31,1,190
474,322,3,96,3,31
475,246,2,143,5,165
476,136,1,197,5,127
477,281,9,189,2,153
478,327,7,117,5,100
479,267,8,139,4,45
480,85,4,64,6,163
481,69,5,1,3,23
482,295,6,185,7,134
483,446,4,149,1,168
484,335,3,184,6,41
485,378,5,32,7,67
486,461,7,17,1,36
487,356,6,97,5,61
488,116,2,92,3,115
489,266,3,197,5,79
490,293,3,55,5,96
491,498,7,155,5,179
492,254,3,112,1,120
493,239,9,141,7,145
494,363,7,73,1,150
495,219,3,76,1,48
496,119,8,95,6,155
497,30,8,142,7,67
498,225,4,120,6,189
499,220,9,187,4,123
500,84,8,160,2,198
501,374,2,69,4,126
502,275,6,168,5,97
503,463,7,168,3,75
504,307,3,196,1,108
505,209,7,88,7,167
506,446,5,134,5,61
507,80,3,0,7,94
508,472,5,54,1,79
509,203,9,115,2,68
510,447,6,139,1,64
511,21,1,52,7,182
512,329,9,1,7,119
513,30,9,8,3,171
514,149,4,165,2,34
515,379,9,169,4,191
516,20,3,127,6,176
517,427,2,26,7,144
518,273,2,197,7,168
519,38,3,105,3,168
520,111,4,128,3,79
521,237,1,0,1,109
522,330,9,114,6,105
523,434,2,186,5,27
524,100,9,59,6,93
525,295,9,175,7,42
526,408,7,140,1,199
527,165,4,117,5,80
528,45,4,23,6,186
529,430,5,57,5,75
530,469,4,184,7,56
531,39,7,132,7,118
532,186,4,10,7,47
533,28,3,179,3,105
534,227,1,101,2,172
535,129,7,116,1,96
536,479,9,124,7,44
537,86,6,28,7,112
538,104,9,53,2,71
539,310,6,159,4,81
540,409,6,163,3,62
541,62,7,114,6,122
542,384,8,115,6,178
543,196,6,130,2,161
544,187,1,9,6,121
545,454,3,23,3,188
546,494,8,113,5,65
547,363,7,6,4,156
548,190,4,176,3,20
549,22,1,85,7,92
550,366,9,29,5,173
551,221,4,121,6,98
552,381,3,68,3,154
553,467,4,109,6,196
554,371,2,10,7,111
555,28,2,178,4,55
556,151,8,198,5,196
557,257,6,118,4,59
558,426,8,25,3,118
559,61,3,103,2,115
560,158,1,47,6,109
561,63,7,95,4,163
562,40,3,165,4,172
563,293,7,175,5,54
564,165,9,25,3,198
565,451,4,60,1,37
566,330,7,186,7,106
567,427,6,47,3,91
568,97,8,57,4,95
569,408,1,32,1,155
570,467,9,96,6,44
571,183,5,81,2,37
572,360,9,121,6,147
573,217,7,154,5,181
574,24,8,163,7,108
575,223,6,187,5,187
576,485,6,184,2,80
577,385,4,12,3,140
578,178,7,71,3,114
579,145,3,110,2,67
580,322,8,197,2,178
581,285,7,167,4,126
582,370,7,14,3,113
583,176,3,115,6,111
584,437,4,40,7,108
585,395,7,144,1,158
586,148,6,126,7,112
587,404,2,164,4,66
588,432,5,47,5,27
589,256,8,199,1,170
590,186,1,35,5,162
591,100,9,179,5,91
592,484,2,72,3,29
593,56,4,161,7,65
594,285,5,17,5,161
595,448,4,10,7,191
596,300,7,16,6,94
597,478,1,43,4,72
598,319,9,136,4,142
599,273,6,60,7,43
600,479,4,150,3,119
601,175,7,2,5,120
602,432,4,177,2,40
603,101,4,3,4,185
604,477,5,68,7,97
605,97,6,192,6,185
606,362,4,76,5,117
607,376,7,104,5,145
608,100,2,54,2,72
609,20,2,4,1,32
610,491,2,74,4,97
611,52,7,147,2,170
612,103,1,20,2,175
613,82,1,198,3,83
614,370,6,116,3,132
615,250,6,155,3,127
616,337,4,21,6,149
617,479,2,89,2,198
618,77,6,89,3,121
619,109,3,144,5,184
620,423,4,196,1,162
621,98,4,0,6,86
622,299,6,30,2,173
623,258,4,4,5,180
624,271,6,53,1,20
625,126,9,83,6,159
626,169,8,28,5,28
627,431,1,168,6,29
628,284,8,185,1,167
629,292,3,62,6,197
630,464,5,176,1,91
631,135,8,116,6,111
632,343,6,155,3,173
633,322,1,50,6,63
634,71,3,57,7,93
635,65,8,93,6,178
636,246,2,41,4,112
637,272,6,105,6,61
638,329,7,197,3,59
639,372,1,55,4,97
640,97,2,81,5,26
641,246,6,128,3,63
642,326,1,43,3,108
643,66,9,18,6,31
644,401,5,35,1,78
645,128,3,161,3,159
646,98,8,118,5,66
647,350,5,16,4,155
648,358,5,42,4,164
649,347,5,135,3,78
650,27,2,15,6,92
651,311,3,121,4,117
652,210,9,189,7,190
653,190,8,152,4,133
654,401,1,179,5,167
655,499,2,198,4,20
656,146,5,103,7,138
657,89,6,194,2,140
658,333,9,170,7,132
659,476,9,34,4,70
660,100,4,64,1,76
661,481,6,128,6,55
662,293,8,147,4,146
663,476,7,50,7,198
664,391,2,94,5,169
665,26,1,195,3,47
666,262,4,8,2,54
667,292,7,53,2,117
668,134,9,169,5,148
669,256,8,160,3,191
670,232,1,76,2,72
671,64,7,16,4,169
672,341,4,81,5,84
673,119,7,77,5,160
674,275,5,136,2,26
675,388,9,97,1,105
676,338,9,104,5,52
677,448,8,41,3,53
678,284,4,182,6,38
679,422,5,27,6,117
680,465,1,93,3,80
681,397,4,176,1,50
682,254,6,155,1,71
683,252,5,6,1,55
684,415,7,78,7,106
685,330,8,42,7,56
686,48,4,92,5,171
687,152,5,72,1,20
688,76,9,139,3,67
689,377,5,44,2,137
690,495,1,174,5,155
691,60,8,12,5,24
692,145,8,125,3,117
693,49,1,85,4,125
694,250,6,8,6,159
695,128,7,187,7,106
696,135,1,29,5,180
697,126,8,47,1,36
698,250,4,58,4,116
699,409,4,162,7,64
700,187,8,183,4,89
701,109,3,154,6,67
702,278,4,105,3,53
703,118,4,131,6,132
704,172,5,155,2,77
705,307,7,195,3,23
706,290,3,179,7,50
707,328,7,90,2,167
708,256,3,183,7,112
709,158,2,63,3,96
710,140,9,50,5,190
711,20,2,22,4,135
712,37,6,57,5,118
713,148,3,192,3,40
714,286,5,181,4,75
715,217,2,161,1,198
716,332,1,117,5,48
717,121,1,129,4,170
718,158,5,99,1,93
719,173,3,16,1,94
720,431,9,197,1,141
721,258,7,164,3,190
722,192,8,28,5,192
723,117,4,137,7,185
724,309,8,164,7,72
725,165,9,22,5,130
726,171,6,118,6,86
727,233,2,31,7,198
728,460,3,175,7,125
729,483,3,83,3,154
730,309,6,173,5,75
731,286,8,25,7,198
732,428,8,14,1,105
733,75,5,37,3,164
734,444,7,187,5,73
735,331,1,159,5,75
736,261,7,107,3,109
737,150,4,178,3,180
738,133,2,187,6,86
739,256,8,117,4,195
740,28,4,92,6,158
741,235,9,164,2,156
742,409,8,166,5,90
743,484,6,20,1,174
744,287,1,110,7,196
745,478,4,19,4,188
746,39,3,131,5,98
747,251,5,89,2,116
748,453,1,172,5,153
749,136,1,102,4,139
750,341,6,164,2,144
751,223,3,138,1,114
752,485,9,75,6,54
753,404,2,188,5,125
754,128,3,82,1,64
755,298,5,105,7,129
756,347,9,80,3,167
757,156,8,3,4,81
758,148,2,10,3,116
759,307,4,175,6,134
760,219,5,47,4,169
761,353,6,23,3,62
762,350,1,196,4,147
763,179,4,22,7,78
764,94,3,99,4,132
765,376,2,116,7,74
766,345,5,122,5,66
767,53,2,174,5,24
768,314,6,86,1,128
769,151,7,54,3,112
770,107,2,12,4,63
771,223,5,73,1,37
772,202,1,116,2,43
773,381,2,19,1,162
774,448,5,91,4,97
775,437,8,107,6,130
776,482,9,54,1,129
777,110,7,150,1,120
778,271,2,41,1,90
779,251,9,74,5,198
780,212,6,158,5,102
781,158,3,52,7,48
782,347,6,172,2,128
783,146,9,58,4,139
784,423,9,125,2,186
785,495,2,15,2,120
786,193,6,186,2,149
787,331,4,172,6,197
788,247,8,94,5,61
789,386,2,97,5,155
790,111,2,129,3,170
791,262,8,144,4,151
792,25,2,172,6,82
793,66,1,92,3,132
794,331,7,145,1,102
795,135,9,188,3,157
796,198,7,184,6,178
797,415,6,179,2,134
798,365,8,171,2,164
799,175,6,145,3,42
800,151,6,70,2,143
801,472,4,8,3,122
802,386,9,51,1,182
803,414,5,82,4,92
804,478,6,186,3,48
805,361,7,22,5,149
806,195,9,60,4,87
807,351,2,176,7,109
808,85,3,172,2,184
809,145,7,103,3,84
810,280,3,134,7,44
811,283,9,72,3,129
812,312,2,113,2,110
813,126,9,185,3,194
814,299,1,16,7,38
815,131,8,50,3,178
816,327,6,64,5,74
817,131,5,60,3,55
818,241,3,31,1,61
819,272,3,197,2,97
820,193,8,55,1,109
821,107,3,173,3,146
822,443,8,14,1,63
823,272,3,183,5,155
824,433,3,68,7,95
825,291,6,83,2,50
826,51,5,113,7,69
827,309,7,126,2,91
828,85,5,112,5,49
829,258,7,142,2,148
830,433,5,23,3,69
831,225,9,34,3,162
832,479,5,124,2,39
833,321,3,178,7,98
834,473,1,153,7,166
835,194,6,175,5,43
836,263,5,83,5,87
837,455,2,165,2,158
838,172,4,77,4,152
839,405,2,60,2,103
840,199,9,141,3,56
841,165,2,52,7,54
842,132,9,156,2,128
843,327,4,75,5,188
844,236,5,192,5,49
845,62,4,80,4,145
846,412,5,124,4,71
847,493,4,77,7,54
848,264,5,193,6,85
849,288,5,31,5,199
850,75,3,175,6,127
851,224,4,45,6,126
852,305,1,109,5,149
853,270,8,141,2,130
854,90,4,31,1,71
855,438,3,160,2,38
856,188,6,83,4,112
857,218,3,139,5,142
858,157,1,90,4,153
859,162,5,87,6,30
860,303,5,121,5,152
861,101,8,54,4,148
862,251,8,1,5,116
863,375,4,166,2,98
864,186,1,108,3,152
865,84,1,80,3,26
866,172,9,61,7,112
867,398,1,111,3,197
868,151,4,42,5,138
869,120,7,3,3,129
870,30,8,151,7,182
871,268,3,4,1,120
872,424,3,97,5,123
873,35,2,73,2,131
874,67,8,65,4,87
875,442,5,49,5,152
876,131,5,125,2,140
877,390,3,152,6,160
878,307,9,171,4,152
879,62,5,62,2,54
880,329,8,167,3,41
881,117,1,46,6,199
882,453,6,132,4,26
883,205,7,177,3,131
884,393,7,117,7,149
885,118,1,166,7,66
886,359,8,126,2,88
887,131,7,24,7,106
888,320,7,194,6,76
889,258,8,167,3,142
890,226,1,74,3,192
891,173,9,84,7,141
892,406,2,91,1,78
893,55,2,50,3,68
894,29,3,146,1,168
895,230,1,127,4,147
896,234,5,109,4,89
897,387,7,7,2,74
898,31,7,148,1,72
899,230,9,150,1,111
900,282,1,121,7,93
901,115,7,84,6,72
902,238,5,54,5,22
903,56,6,71,6,61
904,234,3,101,7,35
905,215,1,27,4,139
906,311,8,20,5,178
907,52,2,97,5,64
908,91,5,77,3,111
909,92,3,114,1,77
910,308,9,152,1,112
911,359,2,176,5,58
912,468,3,60,5,122
913,141,8,87,2,120
914,474,9,132,1,194
915,173,8,156,5,65
916,172,9,189,7,113
917,354,6,65,2,156
918,200,4,184,4,55
919,444,5,64,4,28
920,462,3,79,5,67
921,303,9,54,6,145
922,282,9,192,5,184
923,199,9,65,1,54
924,210,6,154,2,177
925,75,9,95,1,120
926,370,9,2,1,137
927,460,3,46,3,160
928,402,4,177,6,173
929,190,3,155,1,32
930,27,7,66,2,161
931,322,9,67,1,52
932,23,1,149,1,187
933,67,1,152,6,51
934,291,9,87,7,114
935,98,4,22,3,81
936,335,2,138,7,24
937,116,5,68,1,138
938,258,6,57,1,39
939,210,3,99,5,173
940,93,6,144,1,158
941,56,5,96,6,66
942,128,6,167,3,186
943,292,6,195,5,117
944,203,2,137,7,57
945,454,8,96,4,36
946,393,7,105,3,42
947,85,8,95,3,172
948,244,6,120,5,83
949,360,2,121,4,186
950,284,8,12,3,165
951,77,6,94,2,60
952,326,4,149,1,55
953,282,2,16,1,31
954,295,1,152,5,190
955,107,7,190,2,23
956,163,4,11,5,115
957,497,5,118,3,36
958,217,8,185,3,126
959,168,7,38,3,150
960,407,1,192,4,34
961,251,3,76,3,149
962,98,9,114,4,145
963,279,7,55,1,50
964,328,5,121,1,114
965,25,9,194,5,36
966,419,6,68,1,41
967,162,8,186,6,61
968,255,7,25,7,197
969,363,4,33,1,23
970,20,5,18,5,33
971,25,1,79,2,109
972,450,8,174,6,92
973,374,5,168,3,30
974,22,5,128,6,33
975,274,7,96,5,154
976,326,6,75,2,51
977,360,7,55,1,137
978,147,2,10,1,181
979,359,6,17,3,119
980,80,9,143,1,187
981,307,6,53,1,137
982,345,9,110,3,88
983,267,1,22,7,195
984,155,4,73,5,99
985,116,9,30,3,50
986,28,6,95,5,90
987,462,3,115,1,72
988,190,7,29,1,197
989,353,6,43,2,140
990,58,6,144,3,191
991,420,2,120,1,176
992,487,3,69,2,20
993,128,6,117,4,140
994,163,9,117,2,147
995,485,9,4,6,109
996,252,7,164,5,197
997,189,9,13,7,41
998,480,7,113,7,137
999,484,5,142,2,134
1000,31,9,138,4,100
1001,105,9,133,1,64
1002,158,4,44,5,43
1003,489,7,49,4,124
1004,418,3,120,4,107
1005,81,5,170,3,113
1006,123,8,134,2,28
1007,440,4,2,1,58
1008,259,5,88,4,151
1009,168,1,124,1,90
1010,376,9,184,4,72
1011,389,8,42,1,109
1012,175,6,183,1,163
1013,333,2,137,2,90
1014,358,9,74,6,175
1015,274,5,145,7,88
1016,195,7,154,5,173
1017,276,8,133,5,84
1018,187,9,24,2,165
1019,232,8,169,7,106
1020,99,1,104,6,151
1021,206,2,44,5,177
1022,154,5,195,3,107
1023,376,2,132,4,195
1024,427,6,104,1,24
1025,271,9,176,7,69
1026,333,3,76,2,122
1027,486,8,137,7,74
1028,163,8,164,5,195
1029,159,3,33,1,157
1030,424,1,96,1,141
1031,472,4,180,3,153
1032,292,2,156,6,49
1033,455,6,159,1,176
1034,446,4,29,1,104
1035,193,1,3,4,147
1036,369,2,65,2,58
1037,341,6,105,6,119
1038,310,2,40,6,160
1039,471,3,167,5,142
1040,385,3,12,6,122
1041,261,1,102,6,126
1042,416,4,5,6,124
1043,338,8,119,5,37
1044,382,1,49,4,55
1045,398,5,39,1,167
1046,471,8,67,3,107
1047,359,4,121,6,166
1048,271,2,176,5,57
1049,154,6,29,7,76
1050,445,1,118,1,131
1051,89,4,63,7,150
1052,249,9,145,3,25
1053,475,9,139,1,102
1054,258,8,193,4,58
1055,296,1,90,2,58
1056,27,7,180,4,159
1057,31,2,98,4,37
1058,114,6,59,5,107
1059,173,2,22,6,125
1060,249,6,7,5,130
1061,52,5,56,4,82
1062,195,3,57,3,68
1063,231,2,105,3,93
1064,434,1,18,2,42
1065,149,1,37,2,192
1066,83,1,68,5,44
1067,399,6,139,5,96
1068,99,3,2,2,60
1069,296,9,10,5,28
1070,483,3,185,3,34
1071,145,5,39,4,41
1072,344,4,2,1,156
1073,438,5,197,4,110
1074,63,6,168,4,49
1075,264,7,151,5,56
1076,290,1,99,7,26
1077,126,3,10,5,70
1078,121,8,87,2,50
1079,34,1,151,1,137
1080,20,7,77,1,162
1081,391,5,65,1,123
1082,183,1,64,4,30
1083,482,6,103,3,87
1084,464,8,138,6,27
1085,178,3,180,6,156
1086,136,1,102,5,83
1087,232,6,34,3,123
1088,362,7,8,6,177
1089,495,3,68,1,37
1090,427,4,127,3,20
1091,412,6,171,7,109
1092,152,8,156,3,50
1093,38,8,25,2,27
1094,268,9,195,5,60
1095,141,9,44,4,41
1096,419,6,62,4,145
1097,185,2,112,4,21
1098,486,2,153,5,139
1099,23,2,65,3,104
1100,477,5,7,4,141
1101,74,1,113,1,156
1102,293,8,37,7,131
1103,199,3,191,2,197
1104,93,5,192,1,155
1105,375,8,27,2,77
1106,85,8,137,4,189
1107,470,6,174,2,121
1108,366,9,163,4,158
1109,48,4,6,2,195
1110,323,1,24,6,182
1111,459,3,130,1,177
1112,45,5,98,4,22
1113,463,3,7,6,100
1114,165,3,15,7,162
1115,459,9,91,5,39
1116,281,8,32,1,24
1117,166,5,55,6,76
1118,205,9,69,4,80
1119,385,4,165,2,27
1120,314,6,185,7,96
1121,64,4,96,1,161
1122,296,8,91,1,108
1123,55,1,85,3,100
1124,396,4,43,5,193
1125,315,5,80,6,62
1126,232,4,61,2,194
1127,46,2,161,4,65
1128,246,6,165,4,42
1129,304,4,91,1,77
1130,453,7,114,3,50
1131,462,8,117,1,114
1132,200,6,75,7,46
1133,147,1,91,2,130
1134,492,1,9,3,153
1135,58,3,66,6,109
1136,455,1,176,3,153
1137,346,4,147,2,158
1138,60,2,75,4,60
1139,256,2,107,1,24
1140,248,5,164,5,199
1141,137,2,167,2,59
1142,323,1,6,7,199
1143,256,8,195,6,24
1144,103,6,58,1,145
1145,457,9,134,1,33
1146,267,3,35,2,190
1147,480,8,178,1,97
1148,137,3,67,1,171
